sample_index,split,logit_class_0,logit_class_1,logit_difference_z1_minus_z0,prob_predict_proba_class_0,prob_predict_proba_class_1,prob_softmax_logits_class_0,prob_softmax_logits_class_1,abs_diff_class_0,abs_diff_class_1,actual_target
2737,test,0.05963485,0.15712604,0.09749119,0.4756465,0.5243535,0.4756465,0.5243535,0.0,0.0,0
2738,test,4.5184503,-3.8209574,-8.339408,0.99976116,0.0002388567,0.99976116,0.00023885671,0.0,1.4551915e-11,0
2739,test,6.316102,-6.3850574,-12.7011595,0.9999969,3.0475803e-06,0.9999969,3.0475803e-06,0.0,0.0,0
2740,test,4.6507792,-3.9056218,-8.556401,0.9998078,0.00019227316,0.9998078,0.00019227315,0.0,1.4551915e-11,0
2741,test,12.540657,-11.719675,-24.260332,1.0,2.9098569e-11,1.0,2.9098569e-11,0.0,0.0,0
2742,test,-0.014203727,0.23163639,0.24584012,0.43884766,0.56115234,0.43884766,0.56115234,0.0,0.0,0
2743,test,7.937786,-7.290972,-15.228758,0.99999976,2.433517e-07,0.99999976,2.4335168e-07,0.0,2.842171e-14,0
2744,test,3.9662285,-3.5851917,-7.55142,0.99947494,0.00052508764,0.99947494,0.00052508764,0.0,0.0,0
2745,test,12.285757,-11.224006,-23.509762,1.0,6.1636814e-11,1.0,6.1636814e-11,0.0,0.0,0
2746,test,0.24137086,0.22877944,-0.012591422,0.5031478,0.49685213,0.5031478,0.49685216,0.0,2.9802322e-08,0
2747,test,12.264489,-11.401876,-23.666367,1.0,5.2702058e-11,1.0,5.2702058e-11,0.0,0.0,0
2748,test,12.471126,-11.839851,-24.310978,1.0,2.7661545e-11,1.0,2.7661547e-11,0.0,1.7347235e-18,0
2749,test,5.008513,-5.146876,-10.155389,0.99996114,3.8864564e-05,0.99996114,3.886456e-05,0.0,3.637979e-12,0
2750,test,10.782818,-10.298339,-21.081158,1.0,6.991487e-10,1.0,6.991487e-10,0.0,0.0,0
2751,test,4.4700446,-4.187575,-8.657619,0.99982625,0.00017376734,0.99982625,0.00017376733,0.0,1.4551915e-11,0
2752,test,6.005933,-5.039039,-11.044971,0.999984,1.5966985e-05,0.999984,1.5966983e-05,0.0,1.8189894e-12,0
2753,test,7.3784165,-6.920984,-14.2994,0.9999994,6.163808e-07,0.9999994,6.163809e-07,0.0,5.684342e-14,0
2754,test,2.8561707,-2.4384985,-5.294669,0.9950068,0.004993217,0.9950068,0.004993217,0.0,0.0,0
2755,test,11.180437,-10.13742,-21.317856,1.0,5.517887e-10,1.0,5.517888e-10,0.0,5.551115e-17,0
2756,test,-4.127282,5.2005353,9.327818,8.8908135e-05,0.99991107,8.8908135e-05,0.99991107,0.0,0.0,1
2757,test,-4.3637996,5.729044,10.092844,4.1372863e-05,0.99995863,4.1372867e-05,0.99995863,3.637979e-12,0.0,1
2758,test,3.5376537,-3.0061345,-6.543788,0.9985631,0.0014369595,0.9985631,0.0014369595,0.0,0.0,0
2759,test,8.760024,-8.068027,-16.82805,1.0,4.9166633e-08,1.0,4.9166637e-08,0.0,3.5527137e-15,0
2760,test,3.5810337,-2.944395,-6.525429,0.99853647,0.0014635455,0.99853647,0.0014635455,0.0,0.0,0
2761,test,9.983007,-8.9332485,-18.916256,1.0,6.092204e-09,1.0,6.0922036e-09,0.0,4.440892e-16,0
2762,test,4.425429,-4.0337667,-8.459196,0.9997881,0.00021189748,0.9997881,0.00021189748,0.0,0.0,0
2763,test,-5.416544,6.704692,12.121236,5.4426673e-06,0.9999945,5.4426664e-06,0.9999945,9.094947e-13,0.0,1
2764,test,11.08854,-11.781517,-22.870056,1.0,1.1685863e-10,1.0,1.1685863e-10,0.0,0.0,0
2765,test,11.412093,-10.739231,-22.151325,1.0,2.3977378e-10,1.0,2.3977378e-10,0.0,0.0,0
2766,test,5.084013,-4.540002,-9.624015,0.99993384,6.61173e-05,0.99993384,6.611724e-05,0.0,6.548362e-11,0
2767,test,5.7118115,-5.3415804,-11.053392,0.99998415,1.5833093e-05,0.99998415,1.5833095e-05,0.0,1.8189894e-12,0
2768,test,-0.6035557,1.0144392,1.6179949,0.16548158,0.8345184,0.16548158,0.8345185,0.0,1.1920929e-07,1
2769,test,-0.23770536,0.2868377,0.52454305,0.37179053,0.6282095,0.37179053,0.6282095,0.0,0.0,1
2770,test,-0.45834878,0.6510514,1.1094002,0.24798274,0.75201726,0.24798273,0.75201726,1.4901161e-08,0.0,0
2771,test,-0.81962395,1.3281689,2.1477928,0.10453766,0.89546233,0.10453766,0.89546233,0.0,0.0,1
2772,test,14.501585,-13.834954,-28.33654,1.0,4.9385214e-13,1.0,4.9385214e-13,0.0,0.0,0
2773,test,4.0225754,-3.589807,-7.6123824,0.999506,0.00049404864,0.999506,0.0004940487,0.0,5.820766e-11,0
2774,test,-8.671288,10.930445,19.601732,3.069558e-09,1.0,3.069558e-09,1.0,0.0,0.0,1
2775,test,16.295189,-15.222623,-31.51781,1.0,2.0511086e-14,1.0,2.0511086e-14,0.0,0.0,0
2776,test,5.445321,-5.196131,-10.641453,0.99997604,2.3903713e-05,0.99997604,2.3903713e-05,0.0,0.0,0
2777,test,5.8122854,-5.7834587,-11.595744,0.9999908,9.205096e-06,0.9999908,9.205096e-06,0.0,0.0,0
2778,test,-0.5702471,0.9244197,1.4946668,0.18322231,0.81677777,0.18322231,0.81677777,0.0,0.0,0
2779,test,4.458892,-4.7126493,-9.171541,0.99989605,0.000103945364,0.99989605,0.000103945364,0.0,0.0,0
2780,test,16.819408,-15.646755,-32.466164,1.0,7.945556e-15,1.0,7.945556e-15,0.0,0.0,0
2781,test,6.595516,-6.002795,-12.598311,0.99999666,3.3777026e-06,0.99999666,3.3777023e-06,0.0,2.2737368e-13,0
2782,test,-0.3593034,0.63390017,0.9932036,0.27027974,0.7297202,0.27027977,0.7297202,2.9802322e-08,0.0,0
2783,test,7.1924133,-6.8018866,-13.9943,0.99999917,8.362814e-07,0.99999917,8.362813e-07,0.0,1.1368684e-13,0
2784,test,-0.58935827,0.9592861,1.5486443,0.17528217,0.8247179,0.17528217,0.8247179,0.0,0.0,0
2785,test,6.944703,-6.6226077,-13.56731,0.9999987,1.2817148e-06,0.9999987,1.281715e-06,0.0,1.1368684e-13,0
2786,test,4.556685,-4.4619293,-9.018614,0.9998789,0.00012111926,0.9998789,0.00012111926,0.0,0.0,0
2787,test,1.7312808,-1.5121228,-3.2434034,0.96243536,0.03756465,0.96243536,0.037564654,0.0,3.7252903e-09,0
2788,test,9.040039,-8.419429,-17.459469,1.0,2.6148635e-08,1.0,2.6148637e-08,0.0,1.7763568e-15,0
2789,test,7.3804154,-7.727066,-15.107481,0.99999976,2.7472885e-07,0.99999976,2.7472885e-07,0.0,0.0,0
2790,test,15.159658,-14.06376,-29.22342,1.0,2.0343717e-13,1.0,2.0343716e-13,0.0,1.3552527e-20,0
2791,test,9.579029,-8.644546,-18.223576,1.0,1.2178721e-08,1.0,1.2178721e-08,0.0,0.0,0
2792,test,10.353608,-9.998212,-20.35182,1.0,1.449821e-09,1.0,1.4498293e-09,0.0,8.21565e-15,0
2793,test,-3.5017416,4.1546006,7.6563425,0.00047281096,0.9995272,0.00047281073,0.9995272,2.3283064e-10,0.0,1
2794,test,15.064232,-14.255334,-29.319565,1.0,1.8478844e-13,1.0,1.8478844e-13,0.0,0.0,0
2795,test,10.999443,-10.492615,-21.492058,1.0,4.6357274e-10,1.0,4.6357274e-10,0.0,0.0,0
2796,test,-0.5473813,1.1142707,1.661652,0.15954036,0.8404596,0.15954037,0.8404596,1.4901161e-08,0.0,1
2797,test,14.107407,-13.479086,-27.586493,1.0,1.0455349e-12,1.0,1.0455349e-12,0.0,0.0,0
2798,test,8.176314,-7.051624,-15.227938,0.99999976,2.4355137e-07,0.99999976,2.4355137e-07,0.0,0.0,0
2799,test,7.714035,-7.453046,-15.167081,0.99999976,2.5883344e-07,0.99999976,2.5883344e-07,0.0,0.0,0
2800,test,9.735271,-9.257312,-18.992584,1.0,5.6445e-09,1.0,5.6445e-09,0.0,0.0,0
2801,test,-0.6500376,1.0249877,1.6750252,0.15775535,0.8422447,0.15775535,0.8422447,0.0,0.0,1
2802,test,6.2059684,-5.3388014,-11.544769,0.99999034,9.686485e-06,0.99999034,9.686485e-06,0.0,0.0,0
2803,test,10.052839,-9.177151,-19.22999,1.0,4.4516546e-09,1.0,4.4516546e-09,0.0,0.0,0
2804,test,6.6684294,-6.650195,-13.3186245,0.99999833,1.6435926e-06,0.99999833,1.6435926e-06,0.0,0.0,0
2805,test,7.204803,-6.917503,-14.122306,0.9999993,7.358007e-07,0.9999993,7.3580065e-07,0.0,5.684342e-14,0
2806,test,9.117925,-9.214509,-18.332434,1.0,1.0922579e-08,1.0,1.0922578e-08,0.0,8.881784e-16,0
2807,test,13.158316,-12.613175,-25.771492,1.0,6.4207125e-12,1.0,6.4207125e-12,0.0,0.0,0
2808,test,15.439574,-14.811242,-30.250816,1.0,7.281777e-14,1.0,7.281777e-14,0.0,0.0,0
2809,test,6.547171,-5.6684766,-12.215648,0.999995,4.9523283e-06,0.999995,4.9523283e-06,0.0,0.0,0
2810,test,6.349512,-6.106682,-12.456194,0.99999607,3.8935164e-06,0.99999607,3.893516e-06,0.0,4.5474735e-13,0
2811,test,11.784695,-10.922321,-22.707016,1.0,1.3755243e-10,1.0,1.3755241e-10,0.0,1.3877788e-17,0
2812,test,7.4475737,-7.10203,-14.549603,0.9999995,4.799404e-07,0.9999995,4.7994035e-07,0.0,5.684342e-14,0
2813,test,9.925631,-9.481637,-19.407269,1.0,3.7284678e-09,1.0,3.7284678e-09,0.0,0.0,0
2814,test,6.357057,-6.064708,-12.421765,0.99999595,4.0299024e-06,0.99999595,4.0298987e-06,0.0,3.637979e-12,0
2815,test,5.638047,-5.2632127,-10.90126,0.9999815,1.8434645e-05,0.9999815,1.8434645e-05,0.0,0.0,0
2816,test,19.298267,-18.271685,-37.569954,1.0,4.825878e-17,1.0,4.825878e-17,0.0,0.0,0
2817,test,4.733281,-4.752555,-9.485836,0.99992406,7.591381e-05,0.99992406,7.591381e-05,0.0,0.0,0
2818,test,-0.4041667,0.4758756,0.8800423,0.293169,0.706831,0.29316902,0.706831,2.9802322e-08,0.0,0
2819,test,7.881442,-6.584431,-14.465874,0.9999995,5.21856e-07,0.9999995,5.21856e-07,0.0,0.0,0
2820,test,5.2661624,-4.977586,-10.243748,0.9999645,3.5577996e-05,0.9999645,3.5578e-05,0.0,3.637979e-12,0
2821,test,8.96098,-8.19645,-17.15743,1.0,3.536898e-08,1.0,3.5368984e-08,0.0,3.5527137e-15,0
2822,test,9.128847,-9.194944,-18.323792,1.0,1.10173834e-08,1.0,1.1017383e-08,0.0,8.881784e-16,0
2823,test,15.05702,-14.063123,-29.120144,1.0,2.2557044e-13,1.0,2.2557046e-13,0.0,1.3552527e-20,0
2824,test,8.8460655,-8.116503,-16.962568,1.0,4.2978392e-08,1.0,4.2978392e-08,0.0,0.0,0
2825,test,-0.5081586,0.9922198,1.5003784,0.18236911,0.81763095,0.1823691,0.81763095,1.4901161e-08,0.0,1
2826,test,8.857482,-7.8532853,-16.710768,1.0,5.5284804e-08,1.0,5.5284804e-08,0.0,0.0,0
2827,test,9.097097,-8.71431,-17.811407,1.0,1.8390951e-08,1.0,1.8390951e-08,0.0,0.0,0
2828,test,15.922732,-15.237156,-31.15989,1.0,2.9338104e-14,1.0,2.9338104e-14,0.0,0.0,0
2829,test,12.678461,-12.242383,-24.920845,1.0,1.5031922e-11,1.0,1.5031922e-11,0.0,0.0,0
2830,test,11.823009,-11.465223,-23.28823,1.0,7.692187e-11,1.0,7.692187e-11,0.0,0.0,0
2831,test,4.431939,-4.5919876,-9.023927,0.9998795,0.00012047753,0.9998795,0.00012047753,0.0,0.0,0
2832,test,-0.115164176,0.3676534,0.4828176,0.38158703,0.61841303,0.38158703,0.61841303,0.0,0.0,0
2833,test,-2.7162943,4.225905,6.942199,0.00096520997,0.99903476,0.00096520985,0.99903476,1.1641532e-10,0.0,1
2834,test,1.3174751,-1.0217443,-2.3392193,0.9120735,0.0879265,0.9120735,0.08792649,0.0,7.450581e-09,0
2835,test,8.935951,-7.9283066,-16.864258,1.0,4.741829e-08,1.0,4.741829e-08,0.0,0.0,0
2836,test,-4.5265594,6.084895,10.611454,2.4631641e-05,0.9999753,2.4631643e-05,0.9999753,1.8189894e-12,0.0,1
2837,test,10.147759,-9.202043,-19.349802,1.0,3.9490056e-09,1.0,3.9490056e-09,0.0,0.0,0
2838,test,7.566227,-7.061062,-14.627289,0.9999995,4.440675e-07,0.9999995,4.440675e-07,0.0,0.0,0
2839,test,7.517783,-6.436835,-13.954618,0.99999917,8.701334e-07,0.99999917,8.7013336e-07,0.0,5.684342e-14,0
2840,test,9.34743,-8.461318,-17.808748,1.0,1.843995e-08,1.0,1.8439914e-08,0.0,3.5527137e-14,0
2841,test,7.662772,-6.7098827,-14.372655,0.9999994,5.728422e-07,0.9999994,5.728422e-07,0.0,0.0,0
2842,test,5.9116774,-5.1636786,-11.075356,0.9999845,1.5489146e-05,0.9999845,1.5489146e-05,0.0,0.0,0
2843,test,1.639558,-1.6453946,-3.2849526,0.96390903,0.036091026,0.96390903,0.03609103,0.0,3.7252903e-09,0
2844,test,13.840265,-13.316733,-27.156998,1.0,1.6064446e-12,1.0,1.6064447e-12,0.0,1.0842022e-19,0
2845,test,6.615958,-6.0766554,-12.692614,0.9999969,3.0737363e-06,0.9999969,3.073736e-06,0.0,2.2737368e-13,0
2846,test,13.719599,-13.050167,-26.769766,1.0,2.366129e-12,1.0,2.366129e-12,0.0,0.0,0
2847,test,3.3276489,-3.0356276,-6.3632765,0.9982792,0.0017207436,0.9982792,0.0017207436,0.0,0.0,0
2848,test,5.169701,-5.0478406,-10.217542,0.9999635,3.6522644e-05,0.9999635,3.6522644e-05,0.0,0.0,0
2849,test,-0.3624525,0.45897198,0.8214245,0.30546138,0.69453865,0.30546138,0.69453865,0.0,0.0,0
2850,test,2.9896007,-2.73568,-5.725281,0.9967482,0.0032518285,0.9967482,0.0032518283,0.0,2.3283064e-10,0
2851,test,-0.65038246,1.0308394,1.681222,0.15693374,0.8430663,0.15693372,0.8430663,1.4901161e-08,0.0,1
2852,test,6.6995983,-5.958346,-12.657944,0.9999968,3.1821708e-06,0.9999968,3.1821708e-06,0.0,0.0,0
2853,test,9.697276,-9.34092,-19.038197,1.0,5.3928244e-09,1.0,5.3928244e-09,0.0,0.0,0
2854,test,7.135718,-6.451023,-13.5867405,0.9999987,1.2570514e-06,0.9999987,1.2570514e-06,0.0,0.0,0
2855,test,16.513603,-15.58948,-32.103085,1.0,1.1423719e-14,1.0,1.142372e-14,0.0,8.4703295e-22,0
2856,test,4.97612,-4.8297234,-9.805843,0.9999449,5.512548e-05,0.9999449,5.512548e-05,0.0,0.0,0
2857,test,6.61459,-6.1905107,-12.805101,0.99999726,2.7467172e-06,0.99999726,2.7467167e-06,0.0,4.5474735e-13,0
2858,test,12.549279,-11.359285,-23.908566,1.0,4.1365848e-11,1.0,4.1365845e-11,0.0,3.469447e-18,0
2859,test,12.900739,-12.406472,-25.30721,1.0,1.0214519e-11,1.0,1.021452e-11,0.0,8.6736174e-19,0
2860,test,10.907852,-11.590681,-22.498533,1.0,1.6943813e-10,1.0,1.6943812e-10,0.0,1.3877788e-17,0
2861,test,-8.056989,10.260997,18.317986,1.1081536e-08,1.0,1.1081535e-08,1.0,8.881784e-16,0.0,1
2862,test,12.246439,-11.238121,-23.48456,1.0,6.320991e-11,1.0,6.3209916e-11,0.0,6.938894e-18,0
2863,test,5.228551,-4.9968767,-10.225428,0.99996376,3.6235768e-05,0.99996376,3.623577e-05,0.0,3.637979e-12,0
2864,test,11.198892,-10.719382,-21.918274,1.0,3.027015e-10,1.0,3.027015e-10,0.0,0.0,0
2865,test,2.8236146,-2.7971866,-5.620801,0.99639136,0.0036086696,0.99639136,0.0036086696,0.0,0.0,0
2866,test,9.429057,-8.600355,-18.029411,1.0,1.47885695e-08,1.0,1.47885695e-08,0.0,0.0,0
2867,test,6.792519,-5.9613333,-12.753853,0.99999714,2.8911543e-06,0.99999714,2.8911513e-06,0.0,2.9558578e-12,0
2868,test,12.660227,-12.351146,-25.011372,1.0,1.37309105e-11,1.0,1.3730909e-11,0.0,1.7347235e-18,0
2869,test,3.9809723,-3.960521,-7.941493,0.9996444,0.00035554857,0.9996444,0.00035554857,0.0,0.0,0
2870,test,10.43931,-9.140631,-19.57994,1.0,3.1371823e-09,1.0,3.1371823e-09,0.0,0.0,0
2871,test,-4.410529,5.4456263,9.856155,5.242086e-05,0.99994755,5.242076e-05,0.99994755,9.822543e-11,0.0,1
2872,test,4.068207,-4.1364617,-8.204668,0.9997267,0.00027329975,0.9997267,0.00027329975,0.0,0.0,0
2873,test,12.920677,-12.212735,-25.133411,1.0,1.21534085e-11,1.0,1.2153409e-11,0.0,8.6736174e-19,0
2874,test,7.332235,-6.6824355,-14.01467,0.99999917,8.1941823e-07,0.99999917,8.194183e-07,0.0,5.684342e-14,0
2875,test,11.963824,-10.734936,-22.698761,1.0,1.3869263e-10,1.0,1.3869261e-10,0.0,1.3877788e-17,0
2876,test,7.4078336,-7.284211,-14.692045,0.99999964,4.1622263e-07,0.99999964,4.1622263e-07,0.0,0.0,0
2877,test,7.2450466,-6.864068,-14.109115,0.9999993,7.4557107e-07,0.9999993,7.4557107e-07,0.0,0.0,0
2878,test,6.522531,-5.70947,-12.232,0.9999951,4.872004e-06,0.9999951,4.8720044e-06,0.0,4.5474735e-13,0
2879,test,5.9891376,-5.5927606,-11.581898,0.9999907,9.333439e-06,0.9999907,9.333439e-06,0.0,0.0,0
2880,test,3.528111,-3.0381217,-6.5662327,0.9985948,0.0014051112,0.9985948,0.0014051112,0.0,0.0,0
2881,test,-4.694176,7.22495,11.9191265,6.6617176e-06,0.9999933,6.6617176e-06,0.9999933,0.0,0.0,1
2882,test,6.127947,-5.6323447,-11.760292,0.99999213,7.808482e-06,0.99999213,7.808482e-06,0.0,0.0,0
2883,test,11.238086,-11.905388,-23.143475,1.0,8.890306e-11,1.0,8.890306e-11,0.0,0.0,0
2884,test,5.311779,-5.147562,-10.459341,0.9999713,2.8678302e-05,0.9999713,2.8678303e-05,0.0,1.8189894e-12,0
2885,test,5.06536,-5.0896673,-10.155027,0.99996114,3.8878614e-05,0.99996114,3.8878614e-05,0.0,0.0,0
2886,test,11.928041,-12.698702,-24.626743,1.0,2.0171642e-11,1.0,2.0171642e-11,0.0,0.0,0
2887,test,-0.8697423,1.3268139,2.196556,0.10006017,0.8999398,0.10006018,0.8999398,7.450581e-09,0.0,0
2888,test,3.3449802,-2.9546008,-6.299581,0.9981664,0.0018337058,0.9981664,0.0018337058,0.0,0.0,0
2889,test,1.4301805,-1.1496224,-2.579803,0.92955035,0.07044963,0.92955035,0.070449635,0.0,7.450581e-09,0
2890,test,18.275732,-17.105919,-35.381653,1.0,4.304705e-16,1.0,4.3047048e-16,0.0,2.646978e-23,0
2891,test,4.2968864,-3.8722796,-8.169167,0.9997168,0.00028317378,0.9997168,0.00028317378,0.0,0.0,0
2892,test,5.7427735,-4.8437905,-10.586564,0.9999747,2.52524e-05,0.9999747,2.5252399e-05,0.0,1.8189894e-12,0
2893,test,-0.55770487,0.9090638,1.4667687,0.18743424,0.81256574,0.18743426,0.81256574,1.4901161e-08,0.0,0
2894,test,14.728235,-14.142294,-28.87053,1.0,2.8952662e-13,1.0,2.8952662e-13,0.0,0.0,0
2895,test,11.530094,-12.166436,-23.69653,1.0,5.113615e-11,1.0,5.113615e-11,0.0,0.0,0
2896,test,13.262988,-12.40507,-25.668058,1.0,7.1203915e-12,1.0,7.120392e-12,0.0,4.3368087e-19,0
2897,test,2.6027398,-2.293765,-4.896505,0.9925828,0.007417229,0.9925828,0.0074172295,0.0,4.656613e-10,0
2898,test,13.760981,-13.047973,-26.808952,1.0,2.275202e-12,1.0,2.275202e-12,0.0,0.0,0
2899,test,9.448696,-8.637686,-18.086382,1.0,1.3969605e-08,1.0,1.3969606e-08,0.0,8.881784e-16,0
2900,test,-0.44158667,0.70817935,1.149766,0.24053183,0.75946814,0.24053183,0.7594682,0.0,5.9604645e-08,0
2901,test,5.7869916,-4.9066906,-10.693682,0.99997735,2.2687318e-05,0.99997735,2.268732e-05,0.0,1.8189894e-12,0
2902,test,11.25533,-10.45613,-21.71146,1.0,3.7224826e-10,1.0,3.7224823e-10,0.0,2.7755576e-17,0
2903,test,9.413769,-8.680066,-18.093834,1.0,1.3865891e-08,1.0,1.38658915e-08,0.0,8.881784e-16,0
2904,test,13.162777,-11.597554,-24.76033,1.0,1.7649208e-11,1.0,1.7649207e-11,0.0,1.7347235e-18,0
2905,test,7.011679,-7.177656,-14.189335,0.9999993,6.8809726e-07,0.9999993,6.8809726e-07,0.0,0.0,0
2906,test,1.6632094,-1.1974856,-2.860695,0.94586897,0.054131117,0.94586897,0.054131113,0.0,3.7252903e-09,0
2907,test,6.4366283,-5.853784,-12.290413,0.99999535,4.5955708e-06,0.99999535,4.5955708e-06,0.0,0.0,0
2908,test,5.088494,-5.029966,-10.11846,0.9999597,4.032657e-05,0.9999597,4.032657e-05,0.0,0.0,0
2909,test,-3.4900222,4.6198235,8.109846,0.00030047484,0.9996996,0.0003004748,0.9996996,2.910383e-11,0.0,1
2910,test,-3.8263893,4.7632084,8.589598,0.00018599631,0.999814,0.00018599631,0.999814,0.0,0.0,1
2911,test,6.6682196,-6.964207,-13.632427,0.9999988,1.2009131e-06,0.9999988,1.200913e-06,0.0,1.1368684e-13,0
2912,test,-0.7036211,1.2829603,1.9865813,0.12061902,0.879381,0.12061902,0.879381,0.0,0.0,0
2913,test,1.1188496,-0.6283008,-1.7471504,0.8515931,0.14840698,0.8515931,0.14840697,0.0,1.4901161e-08,0
2914,test,7.3460875,-7.646112,-14.992199,0.99999964,3.082979e-07,0.99999964,3.082979e-07,0.0,0.0,0
2915,test,11.076458,-10.601063,-21.67752,1.0,3.8509895e-10,1.0,3.8509895e-10,0.0,0.0,0
2916,test,2.7564397,-2.3664272,-5.1228666,0.9940764,0.005923618,0.9940764,0.005923618,0.0,0.0,0
2917,test,7.8198004,-7.1485243,-14.968325,0.99999964,3.1574686e-07,0.99999964,3.1574686e-07,0.0,0.0,0
2918,test,13.610603,-12.732508,-26.343111,1.0,3.6252021e-12,1.0,3.6252021e-12,0.0,0.0,0
2919,test,3.013286,-3.1265907,-6.139877,0.99784946,0.0021505554,0.99784946,0.0021505544,0.0,9.313226e-10,0
2920,test,4.2731295,-4.1959715,-8.469101,0.99979025,0.00020980947,0.99979025,0.00020980947,0.0,0.0,0
2921,test,12.353037,-11.631989,-23.985025,1.0,3.832091e-11,1.0,3.8320912e-11,0.0,3.469447e-18,0
2922,test,2.8041213,-2.459328,-5.263449,0.99484926,0.0051507484,0.99484926,0.0051507484,0.0,0.0,0
2923,test,7.3318853,-6.663042,-13.994927,0.99999917,8.3575674e-07,0.99999917,8.357568e-07,0.0,5.684342e-14,0
2924,test,14.497461,-15.256242,-29.753704,1.0,1.1971001e-13,1.0,1.1971003e-13,0.0,1.3552527e-20,0
2925,test,-0.22429901,0.6697114,0.8940104,0.2902829,0.7097171,0.2902829,0.7097171,0.0,0.0,0
2926,test,6.8297586,-6.598135,-13.427894,0.99999857,1.473463e-06,0.99999857,1.4734629e-06,0.0,1.1368684e-13,0
2927,test,6.408993,-6.4199476,-12.82894,0.9999974,2.6820128e-06,0.9999974,2.682013e-06,0.0,2.2737368e-13,0
2928,test,1.1753325,-0.879195,-2.0545275,0.88640434,0.1135957,0.88640434,0.11359569,0.0,1.4901161e-08,0
2929,test,11.89585,-11.559805,-23.455654,1.0,6.506371e-11,1.0,6.506371e-11,0.0,0.0,0
2930,test,7.754782,-7.2061567,-14.960939,0.99999964,3.1808736e-07,0.99999964,3.1808736e-07,0.0,0.0,0
2931,test,15.120947,-14.452466,-29.573414,1.0,1.4336052e-13,1.0,1.4336052e-13,0.0,0.0,0
2932,test,8.665241,-8.446323,-17.111565,1.0,3.7028993e-08,1.0,3.7028993e-08,0.0,0.0,0
2933,test,9.822503,-9.417706,-19.240208,1.0,4.4064006e-09,1.0,4.4064006e-09,0.0,0.0,0
2934,test,9.867622,-9.469024,-19.336647,1.0,4.001298e-09,1.0,4.0012975e-09,0.0,4.440892e-16,0
2935,test,7.55695,-6.800437,-14.357388,0.9999994,5.816551e-07,0.9999994,5.816551e-07,0.0,0.0,0
2936,test,4.7417746,-4.9712505,-9.713025,0.99993956,6.0486793e-05,0.99993956,6.048679e-05,0.0,3.637979e-12,0
2937,test,14.609266,-13.637721,-28.246986,1.0,5.401193e-13,1.0,5.4011933e-13,0.0,5.421011e-20,0
2938,test,8.772208,-8.482676,-17.254883,1.0,3.208482e-08,1.0,3.2084817e-08,0.0,3.5527137e-15,0
2939,test,4.00764,-3.5714202,-7.57906,0.9994892,0.00051078026,0.9994892,0.00051078026,0.0,0.0,0
2940,test,7.015194,-6.0602827,-13.075477,0.99999785,2.096002e-06,0.99999785,2.096002e-06,0.0,0.0,0
2941,test,-0.5915911,1.1577978,1.7493889,0.14812429,0.8518758,0.14812429,0.8518758,0.0,0.0,1
2942,test,-0.5722691,1.1406152,1.7128843,0.15279,0.84721005,0.15278997,0.84721005,2.9802322e-08,0.0,0
2943,test,10.585485,-10.065056,-20.650541,1.0,1.0754342e-09,1.0,1.0754343e-09,0.0,1.110223e-16,0
2944,test,5.4571853,-5.217533,-10.674719,0.9999769,2.312163e-05,0.9999769,2.312163e-05,0.0,0.0,0
2945,test,-0.69262445,1.0926383,1.7852627,0.14365451,0.8563455,0.14365451,0.8563455,0.0,0.0,0
2946,test,3.7058332,-3.004774,-6.7106075,0.9987835,0.0012164423,0.9987835,0.0012164424,0.0,1.1641532e-10,0
2947,test,10.643732,-10.189723,-20.833454,1.0,8.956655e-10,1.0,8.956655e-10,0.0,0.0,0
2948,test,4.381099,-4.391144,-8.7722435,0.999845,0.0001549515,0.999845,0.0001549515,0.0,0.0,0
2949,test,3.3752441,-3.0279605,-6.403205,0.99834645,0.001653502,0.99834645,0.0016535019,0.0,1.1641532e-10,0
2950,test,14.982211,-15.817867,-30.80008,1.0,4.204317e-14,1.0,4.2043175e-14,0.0,3.3881318e-21,0
2951,test,9.723647,-9.086424,-18.81007,1.0,6.774705e-09,1.0,6.774705e-09,0.0,0.0,0
2952,test,-7.4585333,9.492556,16.951088,4.3474643e-08,1.0,4.3474643e-08,1.0,0.0,0.0,1
2953,test,0.6576789,-0.33763778,-0.9953167,0.7301368,0.26986322,0.7301368,0.2698632,0.0,2.9802322e-08,0
2954,test,-0.32877964,0.58462316,0.9134028,0.286304,0.71369594,0.28630403,0.713696,2.9802322e-08,5.9604645e-08,0
2955,test,7.02836,-6.4332786,-13.461638,0.99999857,1.4245709e-06,0.99999857,1.424571e-06,0.0,1.1368684e-13,0
2956,test,10.518878,-9.339356,-19.858234,1.0,2.3750808e-09,1.0,2.3750808e-09,0.0,0.0,0
2957,test,8.302525,-7.68591,-15.988435,0.9999999,1.1384421e-07,0.9999999,1.13844216e-07,0.0,7.1054274e-15,0
2958,test,15.840781,-15.152544,-30.993324,1.0,3.465535e-14,1.0,3.465535e-14,0.0,0.0,0
2959,test,4.888544,-4.470796,-9.359341,0.9999138,8.6149455e-05,0.9999138,8.614947e-05,0.0,1.4551915e-11,0
2960,test,14.795469,-14.940607,-29.736076,1.0,1.2183894e-13,1.0,1.2183894e-13,0.0,0.0,0
2961,test,7.0000515,-6.7823153,-13.782367,0.9999989,1.033698e-06,0.9999989,1.033698e-06,0.0,0.0,0
2962,test,11.46854,-11.962669,-23.43121,1.0,6.6673764e-11,1.0,6.6673764e-11,0.0,0.0,0
